likes,body,id 
0,"Как в gedit в тёмном оформлении сделать, подсветку строки не белого цвета?
А то получается текст белый и подсветка белая. Текста в подсвеченной строке не видно.",46792
1,Всем привет недавно пирешол на Ubuntu 20.04 и у меня вопрос на нём есть аналоги программа для записи болванок и для записи оброзов установочных флешек?,46784
1,"Avidemux – видеоредактор, предназначенный для простых задач вырезания, фильтрации и кодирования.
https://linuxthebest.net/install-avidemux-2-6-16/",46782
0,"В этом кратком руководстве мы расскажем как включить службу удаленного рабочего стола в Ubuntu, чтобы вы могли получить удаленный доступ через средство просмотра VNC.
https://linuxthebest.net/yak-vklyuchiti-zagalniy-dostup-do-vidda/",46781
1,"Драйвер доступен для Linux (ARM, x86_64), FreeBSD (x86_64) и Solaris (x86_64). Что в нем нового и как его установить в Linux-дистрибутивах?
https://linuxthebest.net/vyshla-novaya-versiya-drayver-nvidia-390-25/",46780
0,"Steam — сервис цифрового распространения компьютерных игр и программ, принадлежащий компании Valve, известному разработчику компьютерных игр.
https://linuxthebest.net/obnovlen-klient-steam/",46779
0,"Любой хоть раз задумывался как быстро сделать копию телефона или отдельной папки, или файла. Или наоборот залить файлы на телефон. Сейчас мы вам расскажем как легко и быстро передавать файлы любого вида с вашего устройства на компьютер с Linux и обратно.
https://linuxthebest.net/yak-zrobiti-rezervnu-kopiyu-fayliv-tele/",46778
0,"Filezilla – это многоязычный FTP/SFTP-клиент для систем Microsoft Windows, Mac OS X и Linux.
https://linuxthebest.net/ustanovit-filezilla-v-ubuntu/",46776
0,"Ноутбук с Linux операционной системой PureOS, заботящийся о конфиденциальности ваших данных доступен для предварительного заказа.
https://linuxthebest.net/librem-14-noviy-potuzhniy-linux-noutbuk-vid-kompan/",46775
0,"В Chrome OS можно запускать приложения Linux для настольных компьютеров и командной строки, теперь Google планирует расширить эту поддержку, включив в нее и игры для Linux.
https://linuxthebest.net/steam-vykhodit-na-chromebook-s-funkciey-borealis-na-baze-ubuntu/",46774
0,"GnuCash это программа финансового и бухгалтерского учета для персонального и малого бизнеса. Она очень проста в использовании и одновременно с этим мощное и гибкое приложение.
https://linuxthebest.net/kak-ustanovit-poslednyuyu-versiyu-gnucash-v-ubuntulinux/",46773
0,"Вам нравится как, выглядит меню на кнопке пуск в Windows? Вы можете с легкостью сделать себе в точно такое же в Linux на GNOME.
https://linuxthebest.net/reliz-rozshirennya-arc-menu-menyu-windows-dlya-gnome-shell/",46772
0,"Snap – универсальные пакеты для любого дистрибутива Linux. Это самая полная инструкция как их устанавливать, запускать и где брать программы и игры в этом формате.
https://linuxthebest.net/snap-pakety-linux/",46771
0,"PPSSPP это эмулятор игровой приставки PlayStation Portable (PSP) способный запускать практически все игры для Sony PSP
https://linuxthebest.net/kak-ustanovit-psp-yemulyator-ppsspp-1-4-v-ubuntu-16-0416-10/",46770
1,"Новая версия Warzone 2100 имеет улучшенную графику и пользовательский интерфейс, а также множество новых функций.
https://linuxthebest.net/reliz-3d-strategii-v-realnom-vremeni-warzone-2100/",46769
0,"Krita – это растровый графический редактор, который предназначен для концепт-художников, текстурных художников, иллюстраторов, аниматоров и фотографов.
https://linuxthebest.net/vypushhena-novaya-versiya-krita-3-2-0/",46768
1,"Помогите пожалуйста, как исправить эту ошибку ?",46763
1,"Привет всем, есть такой подопытный prestigio multipar visconte 3 3g 16gb с симкартой.
Жуть какой старый, с предустановленной уже хромой виндой, которой вечно мало памяти.
Есть ли возможность снести её подчистую и накатить линукс",46759
1,"Доброго времяни суток! Пытаюсь поставить MySQL на Ubuntu 20.04 LTS
На 100% вылазиет вот такое зло 
😡😡😡 emitting matrix : 100% |###########################################|

done!
update-alternatives: using /var/lib/mecab/dic/ipadic-utf8 to provide /var/lib/mecab/dic/debian (mecab-dictionary) in auto mode
dpkg: dependency problems prevent configuration of mysql-server:
 mysql-server depends on mysql-server-8.0; however:
 Package mysql-server-8.0 is not configured yet.

dpkg: error processing package mysql-server (--configure):
 dependency problems - leaving unconfigured
Processing triggers for systemd (245.4-4ubuntu3.1) ...No apport report written because the error message indicates its a followup error from a previous failure.

Processing triggers for man-db (2.9.1-1) ...
Processing triggers for libc-bin (2.31-0ubuntu9) ...
Errors were encountered while processing:
 mysql-server-8.0
 mysql-server
E: Sub-process /usr/bin/dpkg returned an error code (1) Прозьба скажите как исправить. Только подробно ибо я в этом не силен",46749
2,"Здравствуйте!
Пожалуйста подскажите, какие проги лучше установить для записи видео и отдельно аудио (к примеру: песен под  гитару) с внешнего микрофона, на Ubuntu 18.04?",46747
4,"Здравствуйте, столкнулся с такой проблемой как ошибка подключения к сети. Помогите пожалуйста!",46725
2,"Добрый вечер. Только осваиваю Ubuntu 20.04, в окне обновления вылезла вот эта надпись- Canonical Livepatch has experienced an internal error. Please refer to https://wiki.ubuntu.com/Kernel/Livepatch#CommonIssues for further information.При переходе по ссылке ни фига не понял что же нужно сделать.",46717
1,"Доброго вечера. Посоветуйте, какой лучше всего купить сканер, чтобы он заработал на Ubuntu.",46713
3,Привет всем. Вчера за компьютером сидел отец и каким то образом поломал систему. Теперь при загрузке вот такая ошибка. Помогите пожалуйста решить проблему.,46690
1,"Как может быть 2 пользователя, когда по факту, компьютером я пользуюсь один?",46657
1,"Для этого существует несколько утилит как графических так и для командной строки, и сейчас мы расскажем вам про все эти варианты.
https://linuxthebest.net/yak-vidformatuvati-disk-usb-fleshku-v-form/",46653
2,"Как вы относитесь к Snap Пакетам? Просто хотел узнать ваше мнение стоит ли их использовать? Кто-то говорит, что они не безопасны.",46652
1,"Кто юзает Linux mint 20, как со стабильностью?",46647
0,"Хотите увеличить время автономной работы ноутбука от батареи на Ubuntu / Linux Mint? Помимо борьбы с различными настройками или конфигурационными файлами, попробуйте Slimbook Battery – инструмент для экономии заряда аккумулятора.
https://linuxthebest.net/yak-polipshiti-chas-avtonomnoi-roboti-v-ubuntu/",46646
1,"Любите звезды и хотите домашний планетарий у вас на компьютере? Тогда, то что вам нужно – Stellarium. И к 20-летию существования программы была выпущена его новая версия.
https://linuxthebest.net/uvidet-zvezdy-s-pomoshhyu-stellarium/",46645
2,"Nextcloud и ownCloud – это два самых популярных облачных сервиса с открытым исходным кодом. И часто смущает людей то, что они схожи во многих отношениях. Так что же выбрать? Сейчас мы с вами это обсудим.
https://linuxthebest.net/nextcloud-protiv-owncloud-v-chem-raznica-kakoy-iz-nikh-v/",46644
2,"Несколько лет назад, эффект вязких окон был очень популярен, но эта функция сейчас недоступна на рабочем столе GNOME. И сейчас мы вам расскажем как ее обратно включить.
https://linuxthebest.net/yak-vklyuchiti-efekt-vyazkikh-vikon-v-ubuntu-20-04-i-i/",46643
0,"Серия Developer Edition развивается с 2012 года и предлагается с предустановленным Ubuntu Linux, протестированным для полной поддержки всех аппаратных компонентов устройства.
https://linuxthebest.net/noutbuk-dell-xps-13-developer-edition-teper-postavlyaietsya-z-ubuntu-20/",46642
1,"Lenovo объявила, что все ее настольные ПК ThinkStation и ноутбуки серии ThinkPad P будут доступны для покупки с предустановленной Ubuntu этим летом.
https://linuxthebest.net/cogo-lita-lenovo-novi-thinkpad-i-thinkstations-budut-postavl/",46641
0,"HPLIP это драйвер для Linux с удобным графическим интерфейсом от фирмы Hewlett-Packard с поддержкой большого количества принтеров и сканеров. В новой версии включена поддержка дистрибутивов Fedora 32, Manjaro 20.0 и RHEL 8.2.
https://linuxthebest.net/reliz-hplip-3-17-6-dlya-ubuntu-17-04-s-podderzhkoy-novykh-prin/",46640
0,"Вы приобрели компьютер, но производитель запретил на уровне BIOS устанавливать другие ОС кроме той, что идет с ним по умолчанию и вы не можете установить на него свой любимый дистрибутив Linux… Но есть одна возможность как обойти этот запрет.
https://linuxthebest.net/esli-proizvoditel-zapretil-ustanav/",46639
2,"Добрый вечер, после обновления убунту попросила перезагрузку и при включении вылезло это",46633
2,Защищенная Ubuntu*Pack с заключением ГСССЗИ Украины,46628
1,"HandBrake простая, но довольно мощная утилита для конвертирования MPEG-видео (включая DVD-видео) в MPEG-4 видеофайлы в форматах mp4 и mkv.
https://linuxthebest.net/ustanovit-handbrake-v-ubuntulinux-mint-i-podobnye/",46626
1,"Сделаем краткий обзор как работают современные игры на такой системе как Manjaro Linux в редакциях Gnome и KDE.
https://linuxthebest.net/igraem-na-manjaro-linux-v-steam-igry/",46625
1,"Если вы часто пользуетесь ноутбуком без электросети, и хотите чтобы он дольше работал от батареи, тогда инструмент TLP поможет вам в этом.
https://linuxthebest.net/kak-ustanovit-tlp-v-ubuntu-linux-mint/",46624
1,"Доступна для скачивания новая версия Entangle 3.0, которая позволяет через USB с настольного компьютера управлять популярными цифровыми зеркальными камерами, включая модели Canon и Nikon, некоторыми их компактными моделями и множеством камер других производителей.
https://linuxthebest.net/vipusk-novoi-versii-entangle-3-0-upravlinnya-cif/",46623
1,"Первые соглашения о предустановке elementary OS на ноутбуки заключены с компаниями Laptop With Linux и Star Labs, которые специализируются на поставке ноутбуков с различными дистрибутивами Linux.
https://linuxthebest.net/distributiv-elementary-os-predstavil-oem-sborki-i-d/",46622
1,перещел с винды на убунту подскажите как в убунту 18.04 установить Wine -вроде через терминал устанавливал но не ярлыка ничего не появляется😁 или как программы exe запустить? танки например?,46620
1,Как установить dsl соединение в убунту 20 ??,46617
1,"После установки gradle, ubuntu начал не корректно работать, в корневой папке он видит файлы bin   etc   media  proc  sbin     sys  
boot  home  mnt    root  srv      tmp  
dev   lib   opt    run   var  usr,  хоть и большинства их нет",46614
3,"Всем доброго времени суток!

Подскажите новичку, как в убунте удалить .run программу? synaptic, dkpg или apt её не видят",46605
5,"За последние две недели несколько раз спрашивали по настройке качества звука в Linux. По этой теме есть хорошая шпаргалка, думаю, что ей самое место быть на виду.
Ключевым в настройке качества звука является выбор значения для параметра resample-method. О чём и рассказывается в шпаргалке.",46603
1,"Вы бываете не внимательны при наборе текста и можете допустить ошибку? Тогда это приложение именно для вас и не позволит вам выглядеть безграмотным в глазах других. С его помощью вы можете проверять ваши тексты на наличие орфографических или грамматических ошибок где угодно.
https://linuxthebest.net/languagetool-2-4-prilozhenie-dlya-proverki-grammat/",46601
1,"Большую часть своего времени мы проводим в интернете, поэтому нам постоянно приходится сталкиваться с формами регистрации на сайтах. Многие люди неправильно создают и сохраняют свои пароли. Поэтому сегодня попробуем это исправить, чтобы увеличить свою безопасность.
https://linuxthebest.net/kak-khranit-paroli-v-linux/",46600
2,"Какая же операционная система лучше? Дебаты на эту тему продолжаются с момента появления в Linux графической оболочки. Каждая сторона приводит свои доводы о превосходстве той или иной системы. Предлагаю посмотреть на эту тему еще с одного ракурса.
https://linuxthebest.net/perevagi-operaciynoi-sistemi-linux-pered-micr/",46599
1,"Jitsi Meet – простой, но довольно функциональный сервис для проведения защищенных видеоконференций через веб-браузер на компьютере и приложение на смартфоне.
Мы написали для вас самую полную инструкцию по базовой установке, настройке безопасности и работе с платформой Jitsi Meet.
https://linuxthebest.net/bystraya-ustanovka-servisa-dlya-videok/",46598
0,"Здравствуйте,подскажите пожалуйста новичку можно ли будет комфортно использовать ubuntu и смотреть видео в 720p на такой машине? Или все же лучше попробовать xubuntu? 
intel celeron dual core 2.00 ghz
видеокарта nvidia winfast gt520
4 гб оперативной памяти",46581
0,"Доброго времени суток, подскажите как настроить в убунте так, чтобы при нажатии win+v работал буфер обмена как в винде и можно было выбирать последние скопированные в буфер объекты",46580
0,,46537
1,"Народ, у кого-нибудь ещё не работает автовход в 20.04? Включил, всёравно просит пароль, вводишь и потом заново выбор пользователя.",46528
4,УБУНТУ- ЛУЧШАЯ ОПЕРАЦИОННАЯ СИСТЕМА В МИРЕ.,46527
2,"Приветствую всех, почему в ubuntu звук хуже чем в виндовс? я конечно не ценитель музыки, но звук дерьмицо, можно как то исправить?",46525
0,Всем привет. Не отображаются миниатюры изображений. Что делать? Уже все перепробовал.,46524
1,"Здравствуйте.
Ubuntu 20.10. Я забыла как сделать чтобы wake on lan работал после перезагрузки. Не напомните?",46516
0,"Добрый день. Подскажите пожалуйста. На Ubuntu поставил Mate и вместо Центра приложений Ubuntu появился Магазин Snap, по сути он не отличается ни чем но он у меня пустой... Конечно командную строку не кто не отменял но иногда очень уж хочется посмотреть и повыберать что ни будь новое.",46514
1,"Всем привет. Поставил я убунту 20.04 и VMware Workstation Player с виндой 8.1. при выключении виртуалки комп намертво зависает. Кто-нибудь сталкивался с этим? Ноутбук Dell G3 3579. Может дело в ядре 5.3? Пробовал обновить ядро через скрипт до последней версии, не обновляет",46511
1,The Best GTK Themes for Ubuntu,46510
2,"Всем, здравствуйте. Объясните пожалуйста, при перезагрузке убунту 18.04.1 появилось вот это окно на несколько секунд, о чем оно говорит и что мне с ним делать? Я начинающий. Сильно не ругайтесь.",46407
2,"Объёмная статья о практическом использовании Wine на примере Linux Mint 19.3 (Ubuntu 18.04). От азов и до хитростей.

https://vk.com/@noostyche_llc-prakticheskoe-rukovodstvo-po-ispolzovaniu-wine",46393
1,Народ.. На ноуте стоит убунта... Пытаюсь переустановить винду... Но не дает... Флешку игнорит...каак быт?,46389
1,"Люди добрые, ставил кто-нибудь FIFA20 на Ubuntu?",46387
1,"Всем привет! вопрос такой! есть у меня серверное железо Supermicro PDSM+, попытался поставить на него серверный Ubuntu пробовал от 12 версии и выше, все устанавливается все норм, но после перезагрузки уже больше не грузится, нашел в инете инфу что там проблемы с видеокартой на борту стоит ATI Rage XL, монитор пишет что вход не поддерживается (что-то в этом духе), по сути видео мне не нужно но во время установки нет возможности настроить ssh чтобы потом получить к ОС доступ. Подскажите как запустить можно? ЧТо-то типа как в Windows стандартный видеоадаптер. Да и при установке Win 7 проблема та же самая, графика есть но драйвер ATI ни один не подходит карта не запускается",46267
1,"Нужен стационарный компьютер для ребенка для установки Linux Ubuntu 20.04 gnome . Какое железо ( процессор,видио карта, -amd, radeon ) совместимо,  подойдет? Спасибо",46256
0,"Ребят, Xeon e5 2650 v2 нормально дружит с Ubuntu 16.04?",46254
1,"В этом кратком руководстве вы узнаете, как установить последнюю версию клиента удаленного доступа Remmina в любом линукс дистрибутиве.

https://linuxthebest.net/kak-ustanovit-poslednyuyu-versiyu-remmina-v-lyu/",46250
1,"Добрый день. Подскажите, пожалуйста, как настроить переключения языков в unity?",46246
2,"У вас старый компьютер и на нем все тормозит? Тогда линукс antiX это то что вам необходимо!
https://linuxthebest.net/antix-linux-dlya-noutbook-netbook-i-old/",46244
1,"Добрый день. Прошу помочь новичку. Недавно полностью перешёл на убунту. Однако при попытке установить sweet home 3d, а именно последнюю версию с официального сайта (не из репозитория, так как там устаревшая). На пк скачивается архив который нужно распаковать в любую дерикторию как написано на официальном сайте приложения. Однако сколько файлов в архиве не переклацал ни один не запускает приложение. Помогите пожалуйста разобраться) Спасибо)",46240
1,"Xtreme Download Manager, также известный как XDM или XDMAN, является мощным кроссплатформенным менеджером загрузок для Linux, Windows и Mac OS X.

Он совместим с веб-браузерами, такими как Mozilla Firefox, Google Chrome, Opera, Chromium, Vivaldi, Mircosoft Edge, благодаря плагинам и позволяет напрямую запускать XDM, когда вы пытаетесь загрузить что-то в своем веб-браузере.
https://linuxthebest.net/ustanovit-xtreme-download-managerxdm-v-ubuntulinux-mint-i-drugie/",46239
1,Фиксы WiFi Ubuntu 20.04 LTS,46237
0,Ну что тут у вас нового ?,46187
3,есть кто живой ?,46179
2,"Ребят , я хотел установить программу .msi 
Но выходит ошибка инсталлера виндовс",46176
2,"Всем привет! 
Вчера решил поставить Ubuntu 20 на свою тошибу l850d. Во время установки вначале не работали тачпад и клава, но в процессе установки заработали (до этого подкинул юсб мышь).
После установки системы ни тач ни клава не работают, только юсб Девайсы. В xlist не показывает ни тачпад ни Клаву. Что делать?)",46170
1,Установил Убунту.Не запускаются танки.Такая ошибка.Что делать подскажите?,46166
1,"Добрый день, обновлялся с 18.04 до 19.10 и возникла такая проблема",46163
2,"В этой статье вы узнаете как установить WINE последней версии в дистрибутивах Ubuntu / Linux Mint и производных от них.
https://linuxthebest.net/ustanovit-wine-v-ubuntulinux-mint/",46162
2,"Есть два способа овладеть этой прекрасной оболочкой в Ubuntu / LinuxMint – добавить пакеты в уже существующую систему или установить новую систему с этим рабочим окружением.
https://linuxthebest.net/kak-ustanovit-rabochee-okruzhenie-dde-deepin-desktop-en/",46154
0,"Добрый день, нужна помощь, у самого не хватило нервов и толку. Установлен принтер этикеток TDP-225, нужно задать размер этикетки в 56х30 мм, интернете искал решении, но нашел только то что надо править ppd файл. Есть у кого то опыт в настройке подобных принтеров или умение в правке ppd ?",46153
0,"Кто может помочь с установкой Ubuntu, а точнее с тем, что после установки и загрузки, ОС просто зависает! Да ходит до ввода пароля, ввожу, мышь работает а потом перестаёт и ни на что вообще не реагирует! Помогите пожалуйста! Ноутбук DELL G3 3590 G315-6837!",46152
0,"У меня проблема заключается в патери произвадительнасти видеокарты GTX 1660.Видео 4к в ютубе не тянет,игру ворлд оф танкс тянет на низких настройках.НА виндовс 10 4к тянет отлично,игру ворлд оф танкс на ультра.Драйвер самый новый 440.ВАПРОС КАК МОЖНА ПОДНЯТЬ ПРОИЗВАДИТЕЛЬНАСТЬ ВИДЕО КАРТЫ ЧТОБ РАБОТАЛА КАК В ВИНДОВС?",46148
0,"здравствуйте, может кто может помочь, не первый раз сталкиваюсь с программами работающими в фоном режиме и жрущими весь CPU + оперативу
в прошлый раз это был текстовый редактор который работал +5 дней
теперь у меня 4 фоновых python которые работают на фоне и жрут комп
как с этим бороться, killall не совсем помогает, питон например сам запускается снова
я думаю мб это из за атома, в которым я пишу скрипты под питон, но так ли это 
помогите или объясните природу данных фоновых приложений",46144
0,Ubuntu 12 сделайте 12 мышки.,46143
0,"Добрый день! У меня возникла проблема с записью видео с веб камеры. Вроде всё работает, но как только пытаешься просмотреть, так понимаешь, что записался только звук, а видео остановилось на одном кадре. Запись происходит через gtk uvc видео обозреватель",46140
0,"Здравствуйте, вы не поможете решить проблему при загрузке Налогоплательщика ЮЛ выдает ошибку С0000005-системную ошибку. Разработчики Налогоплательщика сказали эта проблемы не их. Файл прилагаю.",46138
1,"Товарищи, добрый вечер. Возникла сложность с интеграцией Zotero в LibreOffice. В настройках самого Zotero (в разделе с расширениями) включена интеграция, но вот в редакторе соответствующих иконок не наблюдается. 

Произвел операцию ""default-jre and libreoffice-java-common"", но в View > Toolbar раздела Zotero по прежнему нет.

Может, кто-то знает, как разрешить проблему?",46132
1,"Здравствуйте можете подсказать что лучше для то кого пк 
Оуз 4гига
процессор с чистотой 2.32
гигагерца
Видеокарта от невидеа с
памятью 512
Debian или AntiX",46126
0,"Друзья, товарищи... столкнулся с оооочень интересной проблемой)) 
Установлен Ubuntu 20.04.... Все решал проблему с вафлей, ноут 
HP bw586ur, драйвер для вафли один из самых проблемных RTL8723DE... 
Собственно, решив проблему, при всех обновлениях он перестал вылетать, все супер работает, но есть одно НО))) Как только я его подрубил, начал жестко тупить ноут. Все работает медленно, тупит, ну и так далее, но когда я его нахрен снёс, то ноут заработал, так как и должен работать, но от провода.... Меня конечно это не напрягает, но при выключении вафли, ноут работает в разы шустрее и без тормозов. Как думаете, что это может быть?",46113
0,"Доброго времени суток, такая проблема, у меня xubuntu 18.04, на днях включил ноут, выскачело окно авторизации, ввел пароль, но опять выбрасывает окно авторищации, что делать? Помогите, я в панике!!!",46110
1,"Для операционных систем Windows существует огромное количество CAD программ и поэтому в этой статье мы постараемся дать вам самый полный список существующих CAD для Linux. 
https://linuxthebest.net/top-luchshikh-cad-programm-dlya-linux-v-2018-godu/",46109
1,"Мы расскажем вам как установить новые или обновить существующие драйвера для видеокарт на базе чипов Intel/nVidia/AMD на примере Ubuntu/Mint.
https://linuxthebest.net/install-driver/",46104
0,"Здравствуйте. Вот в интернете наткнулся на то что люникс лучше чем виндовс, почитав в интернете информацию про то что такое люникс и что он может полностью заменить виндовс я решил познакомится и попробовать эту программу, долго выбирал с чего начать с начала скачал люникс манджаро и установил на виртуальную машину но после установки сразу возникла проблема с паролем я его даже пытался поменять но при установки любых программ вводил пароль правильно но программа писала что пароль введён не верно попробуйте позднее. В итоге я всё снёс и установил убунту немного познакомился с ней попытался что-то настроить мне всё понравилось, рабочее окружение, фон меню правда хотел новое меню пуск сменить на стандартное меню но не нашёл в настройках этого как настроить панель пуск. И главная проблема каторую я так и не решил при установке приложений через терминал выскакивает ошибка что-то вроде ошибка в репозиториях  толи нет прав толи нужно настроить эти права в репозиториях открыв настройки и нужно разрешить что ли я не понял. Пожалуйста помогите. Можно ли настроить репозиторий что бы устанавливать программы и игры или это всё из за того что я убунту установил на виртуальную машину?",46100
1,Исправляем ошибку NO_PUBKEY или как добавить ключ репозитория,46099
1,"Здравствуйте! Пожалуйста помогите! Я начинающий программист, сначала сидел на винде, потом решил скачать Ubuntu 18.04.4 LTS, а винду использовать в качестве второй ОС. Мне нужна помощь, как установить python последней версии (хз какой там у неё номер)???",46098
0,"Добрый всем день! Сложилась такая ситуация, что необходима веб- камера для Ubuntu. У меня есть дома со старых времён камера Genius I-Look 111. На Windows XP всё работало. Но Ubuntu на неё не реагирует. Камера нужна не совсем для скайпа, для другой программы, но и скайп пишет, что ""устройство не найдено"", несмотря на то, что в камере горит свет, указывающий на то, что она подключена. Удалось найти статью, где автор успешно решил подобную проблему именно с этой камерой, он дает адреса, которые помогают это сделать, но некоторые важные ссылки не открываются, а найти аналогов пока не получилось. Может быть, кто-то знает, как решить подобную проблему? Заранее благодарю. Вот ссылка на эту статью https://ab-log.ru/smart-house/video_camera_security/i-look_111_linux",46091
0,Ребята не подскажите как сделать офлайн репозиторий Ubuntu 18.04?debmirror не помогает,46076
0,"Дополним части всех стран , научными программами для путешественников и глухослепых https://infogra.ru/infographics/turisticheskaya-karta-ameriki-1962-goda пришлите ссылку в коментариях",46075
0,"На сервер с поднятым ftp каждый день в одно и тоже время ломится странный пользователь. Т.к. у меня такой не заведен, то авторизоваться он не может. Похоже кто то ip адресом ошибся. 
Сделал учетку для фтп с таким именем, что бы посмотеть что он сделать хочет. Но вот пароля то я не знаю. Можно сделать что бы proftpd пускал с любым паролем?",46073
0,"Сем привет. Установил дня три назад ubuntu 18.04.4 LTS. 

Хочу освоить и пользоваться только ей. Снес винду 10 полностью. Но как-то тяжко инфу находить. 

После установки не было wi-fi. Нашел кое какую инфу и сеть появилась, но сигнал очень слабый, отнеся от ноута телефон на пару метров, связь теряется с wi-fi. Как это исправить?

Не могу разобрпться с разделами ssd. При установке создал 4 раздела 
- раздел efi
- раздел подкачки
- / 150гб
- /home 350 гб
Как перемещать файлы между / and /hone?
Что-то никак не могу вдуплить",46059
0,"Друзья, нужна помощь. При установке airtime вылазит ошибка.ошибка: неразрешимая зависимость libapache2-mod-php5 
Тыкните носом, что не так.",46048
0,"Разметка, пожалуйста, помогите. Я имею ссд и хдд. Хочу иметь две системы, Ubuntu 19.10 и Windows 10. Планирую разделить хдд пополам. Первую часть отдам Винде, вторую под home убунту. На ссд отдам 500 мб под boot, остаток под /. Нормально ? Заранее спасибо",46014
0,"Есть ли возможность разработчикам каноникал написать, чтобы добавили небольшую утилитку для настройки гаммы, яркость и контраст на примере как это в windows на уровне драйвера видео? При использовании внешнего монитора подключенного к ноутбук HDMI (ноутбук) to VGA (внешний монитор) завышен яркость/гамма. В приложении в windows можно уменьшить яркость с 0 до -20 и все прекрасно.",46009
0,"что это значит, хочу запустить игру через вайн и не запускается",46005
0,Видео карта gtx1660 6гб памяти вней тянет игры ворлд оф танкс на ультра видео фильмы в 4к на виндовс.На убунту ворлд оф танкс тянет толька на среднем качестве и 4к нетянет драйвера навейшие с сайта нвидио.выход из положения?,46004
0,"Ребят всем привет и доброго времени суток. Нужна помощь! Перекурил множество man_ов по настройке samba в ubuntu 18.04.4, но мне все равно не понятно каким образом сделать доступ к папке так чтоб ее не могли удалить простые пользователи и одновременно в ней же могли делать что угодно. есть варианты ?",46003
0,"Господа, установил убунту, потом сделал восстановление всех удаленных данных с помощью photorec. По итогу полностью занят жесткий диск. И убунта не загружается. Загрузился с флешки. А удалять данные на диске не могу. Что делать, мужики?)",45999
0,,45996
2,какую версию убунту выбрать с долгасрочной потдежкой,45987
0,"Инструкцию как добавить ubuntu в домен
https://youtu.be/5akI8hiq1ZA",45986
0,"Как запустить appimage файл в убунту? После скачивания открываю его, вместо приложения открывается архиватор и пишет ""Формат архива не поддерживается"", в терминале ввожу./имяприлодениякотороескачал.appimage выводит ""Отказано в доступе"". Скачивал Chromium, gimp и Parom Tv, везде одна и таже херня.",45982
0,Помогите плз. Установил после установки обновление и вот такая ошибка при перезагрузки системы. В чём это может быть проблема. Это уже второй раз. Первый переустановил убунту,45967
0,Всем привет. Как победить тиринг в убунту на ноуте? Для работы использую внешний монитор,45945
1,Ребят Помогите где скачать терминал ubuntu и kali linux там есще можно делать так 👇,45940
1,"Здравствуйте подскажите пожалуйста  как играть в виндовые игры типа стронхолд,казаки ,эпоха империй  с другими  игроками на линукс ,если другой игрок находится на винде   
Заранее  спасибо",45935
3,My Xubuntu 18.04 ...,45924
0,"Здравствуйте можете подсказать лёгкий  линукс для домашнего использования 
Параметры пк:
Оуз 2гига
процессор с чистотой  2.32 гигагерца 
Видеокарта от невидеа с паметю  512
Зарание спасибо",45889
